"sitenum","sitename","latdd","londd","altitude","poldiv1"
1419,"TOG152",6.26,1.68,386,"TGO"
1420,"TOG153",6.26,1.68,386,"TGO"
1421,"TOG154",6.26,1.68,386,"TGO"
1422,"TOG155",6.26,1.68,386,"TGO"
1423,"TOG156",6.26,1.68,386,"TGO"
1424,"TOG157",6.26,1.68,386,"TGO"
1425,"TOG158",6.26,1.68,386,"TGO"
1426,"TOG16",6.48,1.20,386,"TGO"
1427,"TOG17",6.50,1.71,444,"TGO"
1428,"TOG18",6.50,1.33,199,"TGO"
1429,"TOG19",6.50,1.33,199,"TGO"
1430,"TOG20",6.51,1.55,376,"TGO"
1431,"TOG21",6.53,1.18,425,"TGO"
1432,"TOG22",6.53,1.36,432,"TGO"
1433,"TOG23",6.55,1.18,403,"TGO"
1434,"TOG24",6.60,1.50,364,"TGO"
1435,"TOG25",6.66,1.60,199,"TGO"
1436,"TOG26",6.66,1.60,199,"TGO"
1437,"TOG27",6.76,1.18,432,"TGO"
1438,"TOG28",6.95,0.60,377,"TGO"
1439,"TOG29",6.95,0.60,377,"TGO"
1440,"TOG30",6.95,0.58,326,"TGO"
1441,"TOG31",7.01,0.68,204,"TGO"
1442,"TOG32",7.01,0.68,204,"TGO"
1443,"TOG33",7.01,0.65,281,"TGO"
1444,"TOG34",7.01,0.65,281,"TGO"
1445,"TOG35",7.20,0.70,428,"TGO"
1446,"TOG36",7.20,0.70,428,"TGO"
1447,"TOG37",7.28,0.80,300,"TGO"
1448,"TOG38",7.28,0.80,300,"TGO"
1449,"TOG39",7.46,0.86,226,"TGO"
1450,"TOG40",7.46,0.90,233,"TGO"
1451,"TOG41",7.46,0.90,233,"TGO"
1452,"TOG42",7.46,0.90,233,"TGO"
1453,"TOG43",7.50,0.96,230,"TGO"
1454,"TOG44",7.51,1.05,169,"TGO"
1455,"TOG45",7.56,0.68,377,"TGO"
1456,"TOG46",7.58,0.85,408,"TGO"
1457,"TOG47",7.60,0.71,351,"TGO"
1458,"TOG48",7.60,0.63,404,"TGO"
1459,"TOG49",7.61,0.81,392,"TGO"
1460,"TOG50",7.61,1.01,236,"TGO"
1461,"TOG51",7.63,0.96,276,"TGO"
1462,"TOG52",7.64,0.80,250,"TGO"
1463,"TOG53",7.65,0.80,250,"TGO"
1464,"TOG54",8.08,0.76,375,"TGO"
1465,"TOG55",8.08,0.76,375,"TGO"
1466,"TOG56",8.20,0.61,423,"TGO"
1467,"TOG57",8.20,0.68,398,"TGO"
1468,"TOG58",8.20,0.68,398,"TGO"
1469,"TOG59",6.96,1.16,80,"TGO"
1470,"TOG60",6.98,1.16,73,"TGO"
1471,"TOG61",7.00,1.41,83,"TGO"
1472,"TOG62",7.00,1.41,83,"TGO"
1473,"TOG63",7.00,1.33,123,"TGO"
1474,"TOG64",7.16,1.16,194,"TGO"
1475,"TOG65",7.16,1.16,194,"TGO"
1476,"TOG66",7.33,1.16,92,"TGO"
1477,"TOG67",7.33,1.16,96,"TGO"
1478,"TOG68",7.38,1.18,96,"TGO"
1479,"TOG69",7.38,1.18,192,"TGO"
1480,"TOG70",7.56,1.16,192,"TGO"
1481,"TOG71",7.56,1.16,192,"TGO"
1482,"TOG72",7.56,1.16,192,"TGO"
1483,"TOG73",7.60,1.15,224,"TGO"
1484,"TOG74",7.60,1.15,224,"TGO"
1485,"TOG75",7.73,1.15,112,"TGO"
1486,"TOG76",7.73,1.15,112,"TGO"
1487,"TOG77",7.98,1.20,169,"TGO"
1488,"TOG78",8.50,0.98,279,"TGO"
1489,"TOG79",8.66,1.01,329,"TGO"
1490,"TOG80",8.95,1.20,289,"TGO"
1491,"TOG81",8.68,0.98,335,"TGO"
1492,"TOG82",8.70,0.78,359,"TGO"
1493,"TOG83",8.70,0.83,344,"TGO"
1494,"TOG84",9.13,0.73,266,"TGO"
1495,"TOG85",9.13,0.73,266,"TGO"
1496,"TOG86",9.13,0.73,266,"TGO"
1497,"TOG87",9.16,1.18,332,"TGO"
1498,"TOG88",9.20,0.85,238,"TGO"
1499,"TOG89",9.20,1.21,348,"TGO"
1500,"TOG90",9.20,1.21,347,"TGO"
1501,"TOG91",9.23,1.23,371,"TGO"
1502,"TOG92",9.23,1.23,373,"TGO"
1503,"TOG93",9.25,1.20,431,"TGO"
1504,"TOG94",9.25,1.20,431,"TGO"
1505,"TOG95",9.28,1.21,401,"TGO"
1506,"TOG96",9.35,1.25,367,"TGO"
1507,"TOG97",9.35,1.25,367,"TGO"
1508,"TOG98",9.55,1.16,244,"TGO"
1509,"TOG99",9.63,1.01,212,"TGO"
1510,"Total_1985-1986",13.41,2.04,232,"NER"
1511,"TURK-1",1.28,36.61,151,"KEN"
1512,"TURK-10",3.26,37.23,357,"KEN"
1513,"TURK-11",3.33,37.05,357,"KEN"
1514,"TURK-12",3.33,36.78,416,"KEN"
1515,"TURK-13",3.63,36.35,371,"KEN"
1516,"TURK-14",3.86,36.36,342,"KEN"
1517,"TURK-15",4.18,36.40,337,"KEN"
1518,"TURK-16",4.18,36.40,309,"KEN"
1519,"TURK-17",4.31,36.21,309,"KEN"
1520,"TURK-18",4.31,36.21,309,"KEN"
1521,"TURK-19",3.88,36.33,309,"KEN"
1522,"TURK-2",2.10,36.93,74,"KEN"
1523,"TURK-20",3.88,36.33,309,"KEN"
1524,"TURK-21",3.88,36.33,309,"KEN"
1525,"TURK-22",4.21,36.23,309,"KEN"
1526,"TURK-23",4.23,36.23,309,"KEN"
1527,"TURK-24",4.23,36.23,309,"KEN"
1528,"TURK-25",3.78,36.26,293,"KEN"
1529,"TURK-26",3.78,36.26,293,"KEN"
1530,"TURK-27",3.78,36.26,293,"KEN"
1531,"TURK-28",3.78,36.26,293,"KEN"
1532,"TURK-3",1.78,36.81,74,"KEN"
1533,"TURK-4",2.21,37.88,74,"KEN"
1534,"TURK-5",2.38,37.96,74,"KEN"
1535,"TURK-6",2.53,37.95,426,"KEN"
1536,"TURK-7",2.63,37.80,371,"KEN"
1537,"TURK-8",2.95,37.68,382,"KEN"
1538,"TURK-9",3.13,37.60,416,"KEN"
1539,"Typha_swamp",-0.76,33.15,0,"UGA"
1540,"UARL1",1.66,33.00,56,"UGA"
1541,"UARL2",1.63,33.93,71,"UGA"
1542,"UARL48",-0.90,30.13,133,"UGA"
1543,"UARL49",-0.30,30.03,457,"UGA"
1544,"UARL50",-0.25,30.31,95,"UGA"
1545,"UARL51",-0.25,30.11,95,"UGA"
1546,"UARL52",-0.15,30.13,457,"UGA"
1547,"UARL53",-0.01,30.01,97,"UGA"
1548,"UARL54",-0.13,29.86,442,"UGA"
1549,"UARL55",-0.36,29.96,305,"UGA"
1550,"UARL56",-0.46,30.26,77,"UGA"
1551,"UARL57",-0.45,30.28,86,"UGA"
1552,"UARL58",-0.70,30.23,108,"UGA"
1553,"UARL59",-0.70,30.25,118,"UGA"
1554,"Unaka",-12.43,34.07,362,"MWI"
1555,"V15",16.25,-15.83,22,"SEN"
1556,"V16",16.25,-15.83,22,"SEN"
1557,"V17",16.25,-15.83,22,"SEN"
1558,"V18",16.25,-15.83,22,"SEN"
1559,"V19",16.25,-15.83,22,"SEN"
1560,"V20",16.25,-15.83,22,"SEN"
1561,"V21",16.25,-15.83,22,"SEN"
1562,"V22",16.25,-15.83,22,"SEN"
1563,"V23",16.25,-15.83,22,"SEN"
1564,"V82-1",14.93,-12.46,99,"SEN"
1565,"V82-10",15.12,-15.08,35,"SEN"
1566,"V82-11",14.88,-17.12,0,"SEN"
1567,"V82-2",16.15,-13.91,14,"SEN"
1568,"V82-24",16.45,-15.86,4,"SEN"
1569,"V82-25",16.48,-16.00,15,"SEN"
1570,"V82-26",15.98,-12.50,307,"SEN"
1571,"V82-27",14.91,-17.13,0,"SEN"
1572,"V82-4",16.65,-14.95,8,"SEN"
1573,"V82-5",16.50,-15.51,4,"SEN"
1574,"V82-7",15.14,-16.90,41,"SEN"
1575,"V82-8",15.28,-16.80,415,"SEN"
1576,"V83-1",14.31,-12.26,89,"SEN"
1577,"V83-2",13.88,-12.18,116,"SEN"
1578,"V83-3",13.21,-13.36,48,"SEN"
1579,"V83-4",12.88,-12.40,132,"SEN"
1580,"V83-5",12.63,-12.10,166,"SEN"
1581,"V83-7",13.08,-12.71,110,"SEN"
1582,"V83-NP",16.25,-15.83,22,"SEN"
1583,"V96-4MC",-1.58,32.86,0,"UGA"
1584,"V96-5MC",-1.33,33.33,0,"UGA"
1585,"V96-8MC",-0.53,32.58,0,"UGA"
1586,"VDAK1",18.00,-20.00,29,"MRT"
1587,"VDAK2",21.00,-20.00,29,"MRT"
1588,"W_384",8.58,38.39,220,"ETH"
1589,"W_385",8.57,38.38,234,"ETH"
1590,"W_386",8.56,38.35,240,"ETH"
1591,"W_387",8.56,38.36,251,"ETH"
1592,"W_388",8.57,38.37,251,"ETH"
1593,"Y96-03",15.75,46.31,32,"YEM"
1594,"Y96-08",15.70,46.36,32,"YEM"
1595,"Y96-138",15.48,45.40,32,"YEM"
1596,"Y96-139",15.40,45.30,32,"YEM"
1597,"Y96-140",15.41,45.16,32,"YEM"
1598,"Y96-40",15.86,46.68,32,"YEM"
1599,"Yb_tot_ann",5.33,-4.15,161,"CIV"
1600,"Yb-1",5.33,-4.15,161,"CIV"
1601,"Yb-10",5.33,-4.15,161,"CIV"
1602,"Yb-11",5.33,-4.15,161,"CIV"
1603,"Yb-12",5.33,-4.15,161,"CIV"
1604,"Yb-2",5.33,-4.15,161,"CIV"
1605,"Yb-3",5.33,-4.15,161,"CIV"
1606,"Yb-4",5.33,-4.15,161,"CIV"
1607,"Yb-5",5.33,-4.15,161,"CIV"
1608,"Yb-6",5.33,-4.15,161,"CIV"
1609,"Yb-7",5.33,-4.15,161,"CIV"
1610,"Yb-8",5.33,-4.15,161,"CIV"
1611,"Yb-9",5.33,-4.15,161,"CIV"
1612,"ZARL25",-9.05,33.65,232,"ZMB"
1613,"ZARL26",-8.83,31.38,127,"ZMB"
1614,"ZARL27",-8.86,30.13,456,"ZMB"
1615,"ZARL28",-9.86,28.71,451,"ZMB"
1616,"ZARL29",-9.00,28.75,451,"ZMB"
1617,"ZARL30",-8.00,32.41,221,"ZMB"
1618,"ZB82VM",-24.74,15.50,1050,"NAM"
1619,"Zinvie",6.63,2.36,387,"BEN"
