"varname_orig","varname","varnum","form"
"NA","Fagaropsis angolensis",1531,"NA"
"NA","Harrisonia-type",1532,"NA"
"NA","Hermannia-type",1533,"N"
"NA","Inaperturate",1534,"NA"
"NA","Khaya sp.",1535,"NA"
"NA","Maesopsis eminii",1536,"A"
"NA","Mallotus oppositifolius",1537,"NA"
"NA","Mimusops kummel",1538,"NA"
"NA","Ouratea densiflora",1539,"NA"
"NA","Pentas-type",1540,"I"
"NA","Phillippia-type",1541,"NA"
"NA","Plumbago zeylanica",1542,"NA"
"Priva","Priva",1543,"H"
"NA","Pygeum africanum",1544,"NA"
"NA","Rhamphicarpa",1545,"N"
"NA","Rhus natalensis",1546,"NA"
"NA","Rinorea spp.",1547,"NA"
"NA","Sclerocarya birrea-type",1548,"NA"
"NA","Striga",1549,"NA"
"NA","Stylosanthes fruticosa",1550,"NA"
"NA","Torilis arvensis",1551,"N"
"NA","Trichocladus ellipticus",1552,"NA"
"Leonotis-type","Leonotis-type",1553,"N"
"NA","Aloe-type",1554,"I"
"NA","Asparagus-type buchananii",1555,"NA"
"NA","Millettia-type ferruginea",1556,"A"
"NA","Ormocarpum-type trichocarpum",1557,"A"
"NA","Polygonum plebeium-type",1558,"N"
"NA","Gardenia-type ternifolia",1559,"A"
"NA","Pavetta-type abyssinica",1560,"NA"
"NA","Salix subserrata",1561,"NA"
"NA","Manilkara-type butugi",1562,"NA"
"NA","Mimusops-type kummel",1563,"A"
"NA","Fleurya-type aestuans",1564,"NA"
"NA","Mellera-type",1565,"I"
"NA","Linaceae",1566,"Upland Herbs"
"NA","Uebelinia-type abyssinica",1567,"N"
"NA","Swertia usambarensis-type",1568,"N"
"NA","Capitanya-type otostegioides",1569,"A"
"NA","Stephania-type abyssinica",1570,"H"
"NA","Sebaea-type brachyphylla",1571,"NA"
"NA","Anagallis-type",1572,"Upland Herbs"
"Scabiosa-type","Scabiosa-type",1573,"N"
"NA","Echinops",1574,"N"
"Cassia-type italica","Cassia-type italica",1575,"I"
"NA","Minuartia-type filifolia",1576,"N"
"Combretum-type aculeatum","Combretum-type aculeatum",1577,"C"
"NA","Vernonia-type abyssinica",1578,"NA"
"NA","Pterocephalus-type frutescens",1579,"NA"
"NA","Buddleia",1580,"NA"
"NA","Calpurnia-type aurea",1581,"NA"
"NA","Pittosporum abyssinicum-type",1582,"A"
"NA","Rosa abyssinica",1583,"NA"
"NA","Gnidia-type chrysantha",1584,"I"
"NA","Acacia-type mellifera",1585,"NA"
"NA","Cf Achyranthes",1586,"NA"
"NA","Cf Aerva javanica",1587,"NA"
"NA","Cf Aerva lanata",1588,"NA"
"NA","Cf Boerhavia",1589,"NA"
"NA","Cf Cadaba/Maerua",1590,"NA"
"NA","Cf Cayratia",1591,"NA"
"NA","Cf Celosia",1592,"NA"
"NA","Cf Digera",1593,"NA"
"NA","Cf Drymaria",1594,"NA"
"NA","Cf Hermannia",1595,"NA"
"NA","Cf Suaeda",1596,"NA"
"NA","Cf Trema",1597,"NA"
"NA","Cf Dicliptera/Hypoestes",1598,"NA"
"NA","Linociera",1599,"NA"
"NA","Myrica cf kandtiana",1600,"NA"
"NA","Myrica cf salicifolia",1601,"NA"
"NA","Olea cf africana",1602,"NA"
"NA","Olea cf hochstetteri",1603,"NA"
"NA","Pterydophytae",1604,"NA"
"NA","Geraniaceae",1605,"Upland Herbs"
"NA","Selago-type",1606,"I"
"NA","Parkinsonia-type",1607,"NA"
"NA","Polyporate pollen",1608,"NA"
"NA","Stereospermum",1609,"NA"
"NA","Restio",1610,"N"
"NA","Gymnosporia",1611,"NA"
"NA","Uapaca bojeri-type",1612,"A"
"NA","Eugenia",1613,"Trees and Shrubs"
"NA","Monimiaceae",1614,"Trees and Shrubs"
"NA","Faurea",1615,"NA"
"NA","Sonneratia",1616,"NA"
"Dioscorea","Dioscorea",1617,"H"
"NA","Medemia nobilis",1618,"D"
"NA","Trilete psilate",1619,"NA"
"NA","Operculicarya",1620,"NA"
"NA","Urticaceae/Moraceae",1621,"Trees and Shrubs"
"NA","Bignoniaceae",1622,"Trees and Shrubs"
"NA","Equisetum",1623,"F"
"NA","Trilete scabrate",1624,"NA"
"NA","Noronhia",1625,"A"
"NA","Cyatheaceae",1626,"Terrestrial Vascular Cryptogams"
"NA","Kalanchoe",1627,"N"
"NA","Acanthaceae diporate",1628,"NA"
"NA","Acanthaceae prolate",1629,"NA"
"NA","Acanthaceae triangular",1630,"NA"
"NA","Azima",1631,"NA"
"NA","Delonix",1632,"A"
"NA","Didierea",1633,"A"
"NA","Euphorbia large",1634,"NA"
"NA","Euphorbia small",1635,"NA"
"NA","Jatropha/Givotia",1636,"NA"
"NA","Poupartia",1637,"NA"
"NA","Ptaeroxylon",1638,"NA"
"NA","Rhopalopilia",1639,"C"
"NA","Sagittaria",1640,"Aquatic Vascular Plants"
"NA","Salicornia",1641,"N"
"NA","Sesuvium",1642,"N"
"NA","Triglochin",1643,"Q"
"NA","Xerophyta",1644,"I"
"NA","Decaryia",1645,"NA"
"NA","Dicoma",1646,"I"
"NA","Lumnitzera",1647,"NA"
"NA","Gyrocarpus",1648,"A"
"NA","Tamarindus indica",1649,"NA"
"NA","Palmae trilete",1650,"NA"
"NA","Vigna-type luteola",1651,"H"
"NA","Lecaniodiscus cupanioides",1652,"NA"
"NA","Canthium schimperianum",1653,"NA"
"Cyathogyne","Cyathogyne",1654,"N"
"Homalium","Homalium",1655,"A"
"NA","Calamus",1656,"NA"
"NA","Stylosanthes erecta-type",1657,"N"
"Baissea-type","Baissea-type",1658,"C"
"Sauvagesia erecta","Sauvagesia erecta",1659,"N"
"NA","Senecio-type",1660,"I"
"NA","Cannabis/Humulus",1661,"H"
"NA","Olea-type",1662,"Trees and Shrubs"
"NA","Pedaliaceae",1663,"NA"
"NA","Aizoaceae-type",1664,"NA"
"NA","Urticales",1665,"Trees and Shrubs"
"NA","Pentzia-type",1666,"NA"
"NA","Ocimum",1667,"Upland Herbs"
"NA","Aiozoaceae large",1668,"NA"
"NA","Aiozoaceae small",1669,"NA"
"NA","Ambrosiinae",1670,"NA"
"NA","Capitanya",1671,"NA"
"NA","Carya",1672,"A"
"NA","Compositae echinate",1673,"NA"
"NA","Hildebrandtia",1674,"NA"
"NA","Josephinia",1675,"NA"
"NA","Kleinia",1676,"I"
"NA","Senecioneae",1677,"NA"
"Phyllanthus-type muellerianus","Phyllanthus-type muellerianus",1678,"C"
"NA","Phyllanthus-type reticularus",1679,"NA"
"NA","Phyllanthus-type rivae",1680,"NA"
"NA","Zanthoxylum chalybeum-type",1681,"Trees and Shrubs"
"NA","Basella alba-type",1682,"H"
"NA","Phyllanthus-type nummulariifolius",1683,"I"
"NA","Nuxia/Ficalhoa",1684,"A"
"NA","Amannia-type prieureana",1685,"NA"
"NA","Maesa lanceolata",1686,"NA"
"NA","Passifloraceae",1687,"Trees and Shrubs"
"NA","Brachylaena",1688,"NA"
"NA","Melastomataceae/Combretaceae",1689,"NA"
"NA","Ephippiandra",1690,"A"
"NA","Elaeocarpus",1691,"A"
"NA","Gagnebina",1692,"A"
"NA","Phloga",1693,"D"
"NA","Inulaceae",1694,"NA"
"NA","Helianthaceae",1695,"NA"
"NA","Mutisiaceae",1696,"NA"
"NA","Pachypodium",1697,"A"
"NA","Garcinia gnetoides-type",1698,"A"
"Trichilia-type emetica","Trichilia-type emetica",1699,"A"
"NA","Tiliacora-type funifera",1700,"L"
"Uncaria-type africana","Uncaria-type africana",1701,"L"
"NA","Osmunda regalis",1702,"F"
"NA","Asystasia",1703,"I"
"NA","Basilicum",1704,"NA"
"NA","Erythrina-type abyssinica",1705,"NA"
"NA","Crassocephalum",1706,"Upland Herbs"
"NA","Sebaea",1707,"N"
"NA","Baphiopsis",1708,"Trees and Shrubs"
"Citrus","Citrus",1709,"A"
"NA","Lippia",1710,"NA"
"NA","Dipsacus",1711,"N"
"NA","Hallea-type rubbrostipulata",1712,"NA"
"NA","Haloragaceae",1713,"Aquatic Vascular Plants"
"NA","Spondianthus",1714,"NA"
"Peristrophe-type","Peristrophe-type",1715,"N"
"NA","Solenomostemon",1716,"NA"
"NA","Bosquiea angolensis",1717,"NA"
"NA","Afrosersalisia",1718,"NA"
"NA","Maesopsis",1719,"NA"
"NA","Mimusops",1720,"Trees and Shrubs"
"NA","Platycelyphium",1721,"NA"
"NA","Premna",1722,"NA"
"NA","Phyllanthus discoideus",1723,"NA"
"NA","Tragia-type hildebrandtii",1724,"N"
"NA","Tarchonanthus-type camphoratus",1725,"A"
"NA","Schefflera myriantha",1726,"NA"
"NA","Plicosepalus-type",1727,"NA"
"NA","Cocculus-type hirsutus",1728,"NA"
"NA","Flacourtiaceae",1729,"Trees and Shrubs"
"NA","Rosaceae",1730,"Upland Herbs"
"NA","Proteaceae",1731,"Trees and Shrubs"
"NA","Dorstenia",1732,"Upland Herbs"
"Justicia-type flava","Justicia-type flava",1733,"N"
"Tacazzea-type","Tacazzea-type",1734,"C"
"NA","Lactuaceae undiff.",1735,"NA"
"Ehretia","Ehretia",1736,"A"
"Commiphora edulis-type","Commiphora edulis-type",1737,"A"
"NA","Cassia-type didymobotrya",1738,"A"
"NA","Julbernardia-type paniculata",1739,"A"
"NA","Dipterocarpaceae undiff.",1740,"A"
"NA","Dracaena afromontana-type",1741,"A"
"Bridelia micrantha-type","Bridelia micrantha-type",1742,"A"
"Cleistanthus-type polystachyus","Cleistanthus-type polystachyus",1743,"A"
"Euphorbia-type hirta","Euphorbia-type hirta",1744,"N"
"Neoboutonia-type","Neoboutonia-type",1745,"A"
"Phyllanthus-type fraternus","Phyllanthus-type fraternus",1746,"N"
"NA","Vatovaea-type pseudolablab",1747,"L"
"NA","Callitriche stagnalis-type",1748,"NA"
"Hymenocardia acida-type","Hymenocardia acida-type",1749,"A"
"Melastomataceae undiff.","Melastomataceae undiff.",1750,"I"
"Mimosa pigra-type","Mimosa pigra-type",1751,"A"
"Moraceae undiff.","Moraceae undiff.",1752,"I"
"NA","Strombosia-type scheffleri",1753,"NA"
"NA","Jasminum abyssinicum-type",1754,"C"
"Olea europaea-type","Olea europaea-type",1755,"A"
"Keetia-type gueinzii","Keetia-type gueinzii",1756,"C"
"NA","Oligocodon-type cunliffeae",1757,"C"
"NA","Zanha golungensis-type",1758,"A"
"Tiliaceae undiff.","Tiliaceae undiff.",1759,"I"
"Verbenaceae undiff.","Verbenaceae undiff.",1760,"I"
"NA","Julbernardia",1761,"NA"
"NA","Taxodiaceae",1762,"NA"
"NA","Trilete echinate",1763,"NA"
"NA","Trilete rugulate",1764,"NA"
"NA","Trilete verrucate",1765,"NA"
"NA","Morus",1766,"Trees and Shrubs"
"NA","Epilobium",1767,"Upland Herbs"
"NA","Antheroceras",1768,"NA"
"NA","Gramatis",1769,"NA"
"NA","Laportea",1770,"Upland Herbs"
"NA","Plectranthus",1771,"NA"
"NA","Angalinum",1772,"NA"
"NA","Brillantasia",1773,"NA"
"NA","Acanthus sim.",1774,"NA"
"NA","Aeschynomene sim.",1775,"NA"
"NA","Agisanthemum comp.",1776,"NA"
"NA","Allophylus/Protea sim.",1777,"NA"
"NA","Anisotes sim.",1778,"NA"
"NA","Aphania",1779,"NA"
"NA","Aponogeton",1780,"Q"
"NA","Borassus",1781,"NA"
"NA","Caesalpinia/Haematoxylon sim.",1782,"NA"
"NA","Canarium",1783,"NA"
"NA","Canthium comp.",1784,"NA"
"NA","Celatraceae comp.",1785,"NA"
"NA","Celtis/Holoptelea sim. 4 porate",1786,"NA"
"NA","Cissampelos",1787,"NA"
"NA","Clitandra",1788,"NA"
"NA","Conopharyngia",1789,"NA"
"NA","Cordia comp.",1790,"NA"
"NA","Croton sim.",1791,"NA"
"NA","Dichyrostachys",1792,"NA"
"NA","Erythrococca sim.",1793,"NA"
"NA","Euclea comp.",1794,"NA"
"NA","Excoecaria",1795,"NA"
"NA","Floscopa comp.",1796,"NA"
"NA","Haemanthus sim.",1797,"NA"
"NA","Hymenocardia/Chaetachme sim.",1798,"NA"
"NA","Ipomoea",1799,"NA"
"NA","Landolphia sim.",1800,"NA"
"NA","Lightfootia comp.",1801,"NA"
"NA","Limnophyton",1802,"NA"
"NA","Maba",1803,"NA"
"NA","Maesopsis sim.",1804,"NA"
"NA","Majidea",1805,"A"
"NA","Mallotus comp.",1806,"NA"
"NA","Melanodiscus",1807,"NA"
"NA","Mimosaceae",1808,"Trees and Shrubs"
"NA","Oleaceae",1809,"Trees and Shrubs"
"NA","Oleaceae/Cruciferae comp.",1810,"NA"
"NA","Ouratea",1811,"Trees and Shrubs"
"NA","Phytolacca comp.",1812,"NA"
"NA","Pillestigma",1813,"NA"
"NA","Polygalaceae/Urticularia",1814,"NA"
"NA","Pseuderanthemum",1815,"I"
"NA","Pteridophytes",1816,"NA"
"NA","Randia",1817,"Trees and Shrubs"
"NA","Rubiaceae sim.",1818,"NA"
"NA","Sapotaceae comp.",1819,"NA"
"NA","Stylosanthus comp.",1820,"NA"
"NA","Tetracera comp.",1821,"NA"
"NA","Tetrapleura",1822,"A"
"NA","Thymeleaceae comp.",1823,"NA"
"NA","Tiliacora",1824,"Upland Herbs"
"NA","Tinnea",1825,"I"
"NA","Tragia comp.",1826,"NA"
"NA","Trymatococcus",1827,"NA"
"NA","Vangueria comp.",1828,"NA"
"NA","Wolffia comp.",1829,"NA"
"Zornia","Zornia",1830,"N"
"NA","Unknown type 1",1831,"NA"
"NA","Unknown type 2",1832,"NA"
"NA","Unknown type 3",1833,"NA"
"NA","Unknown type 4",1834,"NA"
"NA","Unrecognizable",1835,"NA"
"NA","Chrysophyllum-type bengweolense",1836,"NA"
"NA","Uapaca kirkiana",1837,"NA"
"NA","Baphiopsis parviflora",1838,"A"
"NA","Smithia-type elliotii",1839,"NA"
"NA","Alangium chinense",1840,"A"
"Annona senegalensis-type","Annona senegalensis-type",1841,"A"
"NA","Brachystephanus",1842,"N"
"NA","Macrorungia",1843,"NA"
"NA","Saba florida",1844,"NA"
"NA","Pycnanthus angolensis",1845,"NA"
"NA","Pandanus candelabrum",1846,"NA"
"NA","Mitragyna ciliata",1847,"NA"
"NA","Mitragyna stipulosa",1848,"NA"
"Uapaca paludosa-type","Uapaca paludosa-type",1849,"A"
"NA","Bosqueia angolensis",1850,"NA"
"NA","Irvingia gabonensis",1851,"NA"
"NA","Myrianthus arboreus",1852,"NA"
"Podococcus barteri","Podococcus barteri",1853,"D"
"NA","Podocarpus milanjianus",1854,"NA"
"NA","Uncaria africana",1855,"NA"
"NA","Raphia vinifera",1856,"NA"
"NA","Lonchocarpus sericeus",1857,"NA"
"NA","Syzygium guineense",1858,"NA"
"NA","Cleome ciliata-type",1859,"NA"
"NA","Corchorus olitorius",1860,"NA"
"Chlorophytum-type","Chlorophytum-type",1861,"N"
"NA","Kirkia",1862,"A"
"NA","Spirostachys",1863,"NA"
"NA","Sclerocarya",1864,"NA"
"NA","Oxygonum",1865,"I"
"NA","Lactucoideae",1866,"NA"
"NA","Tarchonantheae",1867,"NA"
"NA","Unid.Type 1",1868,"NA"
"NA","Unid.Type 2",1869,"NA"
"NA","Combretaceae-type",1870,"Trees and Shrubs"
"NA","Irvingia",1871,"NA"
"NA","Piptadenia-type",1872,"NA"
"NA","Olacaceae",1873,"NA"
"NA","Alisma comp.",1874,"NA"
"NA","Rhus comp.",1875,"NA"
"NA","Lightfootia",1876,"NA"
"NA","Ritchiea Sim.",1877,"NA"
"NA","Compositae - General",1878,"NA"
"NA","Diospyros sim.",1879,"NA"
"NA","Euphorbia sim.",1880,"NA"
"NA","Macaranga sim.",1881,"NA"
"NA","Plectranthus sim.",1882,"NA"
"NA","Drimiopsis sim.",1883,"NA"
"NA","Antiaris-Chlorophora sim.",1884,"NA"
"NA","Allophyllus",1885,"NA"
"NA","Anigera",1886,"NA"
"NA","Limosella sim.",1887,"NA"
"NA","Grewia comp.",1888,"NA"
"NA","Lantana",1889,"NA"
"NA","Unknown",1890,"Unknown and Indeterminable"
"NA","Tarchonanthus",1891,"NA"
"NA","Crassularia",1892,"NA"
"NA","Stoebe-type",1893,"A"
"NA","Leonotis",1894,"NA"
"NA","Loranthus",1895,"Trees and Shrubs"
"NA","Varia",1897,"Unknown and Indeterminable"
"NA","Proteaceae II",1898,"NA"
"NA","Boraginaceae I",1899,"NA"
"NA","Monolete psilate",1900,"NA"
"NA","Zea mays",1901,"N"
"NA","Indetermines AY",1902,"NA"
"NA","Cupressus",1903,"Trees and Shrubs"
"NA","Davalliaceae",1904,"NA"
"NA","Euphorbiaceae prolate",1905,"NA"
"NA","Proteaceae IV",1906,"NA"
"NA","Sapotaceae reticulated",1907,"NA"
"NA","Tragia",1908,"NA"
"NA","Acalypha-type",1909,"NA"
"NA","Ajuga",1910,"N"
"Anisotes","Anisotes",1911,"A"
"NA","Ascarinopsis",1912,"NA"
"NA","Cannabis-type",1913,"Upland Herbs"
"NA","Comp.lig.",1914,"NA"
"NA","Comp.tub.",1915,"NA"
"NA","Elaeocarpaceae",1916,"Trees and Shrubs"
"NA","Hydrolea",1917,"Q"
"NA","Ind‚termin‚s+Abim‚s",1918,"NA"
"NA","Juncus",1919,"Q"
"NA","Monimia-type",1920,"NA"
"NA","Monocotyledones",1921,"NA"
"NA","Nymphoides indica-type",1922,"Q"
"NA","Palmeae",1923,"NA"
"NA","Paullinia",1924,"Trees and Shrubs"
"NA","Persicaria",1925,"N"
"NA","Pygeum-type",1926,"NA"
"NA","Ravanea-type",1927,"NA"
"NA","Rubus-type",1928,"Trees and Shrubs"
"NA","Sp.mono",1929,"NA"
"NA","Sp.tri.lisse",1930,"NA"
"NA","Sp.tri.non lisse",1931,"NA"
"NA","SpAnemia",1932,"NA"
"NA","SpAnthoceros",1933,"NA"
"NA","SpCeratopteris",1934,"NA"
"NA","SpEquisetum",1935,"NA"
"NA","SpIsoetes",1936,"NA"
"NA","SpLycopodium",1937,"NA"
"NA","SpMohria",1938,"NA"
"NA","SpOsmunda",1939,"NA"
"NA","Sterculiaceae",1940,"Trees and Shrubs"
"NA","Telephium",1941,"NA"
"NA","Urticaceae-Moraceae",1942,"NA"
"NA","Mousses",1943,"NA"
"NA","Undiff.",1944,"NA"
"NA","Hagenia abyssinaca",1945,"NA"
"NA","Rapanea Melanophloeos",1946,"NA"
"NA","Stoebe kilimanscharica-type",1947,"NA"
"NA","Acacia I",1948,"NA"
"NA","Celastracea",1949,"NA"
"NA","Chlorophora-type excelsa",1950,"NA"
"NA","Cleome-type brachycapra",1951,"NA"
"NA","Commiphora madagascariensis-type",1952,"NA"
"NA","Myrisine africana",1953,"NA"
"NA","Polyscias fluva-type",1954,"NA"
"NA","Sapinaceae",1955,"NA"
"NA","Trilepisium-type madagascarienses",1956,"NA"
"NA","Compositae liguliflorae",1957,"NA"
"NA","Compositae tubuliflorae",1958,"NA"
"Rhynchosia-type","Rhynchosia-type",1959,"H"
"NA","Unknowns",1960,"NA"
"Cissampelos-type","Cissampelos-type",1961,"C"
"NA","Undifferentiated",1962,"NA"
"NA","Monolete rough",1963,"NA"
"NA","Monolete smooth",1964,"NA"
"NA","Trilete rough",1965,"NA"
"NA","Trilete smooth",1966,"NA"
"NA","Trilete with cingulum",1967,"NA"
"NA","Undeterminables",1968,"NA"
"NA","Alisma-type plantago-aquatica",1969,"NA"
"NA","Achyranthes-type",1970,"N"
"NA","Pupalia-type",1971,"N"
"NA","Sericocomopsis-type",1972,"A"
"NA","Schefflera abyssinica",1973,"NA"
"NA","Commiphora Boiviniana-type",1974,"NA"
"NA","Maerva-type",1975,"NA"
"NA","Compositae Liguliflorae",1976,"NA"
"NA","Juniperus Excelsa",1978,"NA"
"NA","Cissamplelos-type Mucronata",1979,"NA"
"NA","Dichrostachys-type",1980,"NA"
"NA","Canthium-type schimperianum",1981,"NA"
"NA","Allophylus-type",1982,"NA"
"NA","Bryophyta anthocerotaceae",1983,"NA"
"NA","Pteridophyta monoletes",1984,"NA"
"NA","Pteridophyta triletes",1985,"NA"
"NA","Tapura fischeri",1986,"NA"
"NA","Dorstenia-type scaphigera",1987,"A"
"NA","Lippia-type ukambensis",1988,"NA"
"Justicia-type betonica","Justicia-type betonica",1989,"N"
"NA","Ruttya-type",1990,"A"
"NA","Lawsonia-type inermis",1991,"A"
"NA","Armeria/Limonium",1992,"I"
"NA","Plantaginaceae",1993,"Upland Herbs"
"NA","Carapa",1994,"NA"
"NA","Clausena",1995,"Trees and Shrubs"
"NA","Urticacea",1996,"NA"
"NA","Xymalos",1997,"A"
"NA","Dodonea",1999,"NA"
"NA","Markhamia",2000,"A"
"NA","Portulaca",2001,"Upland Herbs"
"Haematostaphis-type barteri","Haematostaphis-type barteri",2002,"A"
"Sorindeia-type","Sorindeia-type",2003,"A"
"NA","Saba-type comorensis",2004,"L"
"Voacanga-type","Voacanga-type",2005,"A"
"Bombax costatum-type","Bombax costatum-type",2006,"A"
"Santiria-type trimera","Santiria-type trimera",2007,"A"
"Copaifera-type","Copaifera-type",2008,"A"
"Crudia-type","Crudia-type",2009,"A"
"Daniellia","Daniellia",2010,"A"
"Erythrophleum-type","Erythrophleum-type",2011,"A"
"NA","Cassine-type",2012,"NA"
"NA","Catha-type",2013,"NA"
"Calycobolus-type","Calycobolus-type",2014,"C"
"Monotes kerstingii-type","Monotes kerstingii-type",2015,"A"
"Bridelia-type","Bridelia-type",2016,"A"
"Drypetes-type","Drypetes-type",2017,"A"
"NA","Mareya-type micrantha",2018,"A"
"Margaritaria discoidea","Margaritaria discoidea",2019,"A"
"Thecacoris-type","Thecacoris-type",2020,"A"
"Uapaca heudelotii-type","Uapaca heudelotii-type",2021,"A"
"Uapaca togoensis-type","Uapaca togoensis-type",2022,"A"
"Harungana madagascariensis-type","Harungana madagascariensis-type",2023,"A"
"Salacia senegalensis-type","Salacia senegalensis-type",2024,"C"
"Stachyanthus","Stachyanthus",2025,"C"
"NA","Flabellariopsis acuminata",2026,"L"
"NA","Triaspis-type",2027,"C"
"Albizia-type","Albizia-type",2028,"A"
"Xylia-type","Xylia-type",2029,"A"
"Myrianthus-type serratus","Myrianthus-type serratus",2030,"A"
"Treculia africana-type","Treculia africana-type",2031,"A"
"Syzygium-type guineense","Syzygium-type guineense",2032,"A"
"Schrebera arborea-type","Schrebera arborea-type",2033,"A"
"NA","Lasiodiscus mildbraedii-type",2034,"A"
"Ziziphus-type","Ziziphus-type",2035,"A"
"Crossopteryx febrifuga","Crossopteryx febrifuga",2036,"A"
"NA","Catunaregam-type nilotica",2037,"A"
"Ixora-type brachypoda","Ixora-type brachypoda",2038,"A"
"Keetia-type cornelia","Keetia-type cornelia",2039,"C"
"Mitragyna-type inermis","Mitragyna-type inermis",2040,"A"
"Morinda","Morinda",2041,"A"
"Pausinystalia-type","Pausinystalia-type",2042,"A"
"Psydrax-type subcordata","Psydrax-type subcordata",2043,"A"
"Vangueria-type","Vangueria-type",2044,"A"
"Rutaceae undiff.","Rutaceae undiff.",2045,"C"
"Zanthoxylum-type zanthoxyloides","Zanthoxylum-type zanthoxyloides",2046,"A"
"Deinbollia-type","Deinbollia-type",2047,"A"
"Ganophyllum-type giganteum","Ganophyllum-type giganteum",2048,"A"
"NA","Manilkara-type butugii",2049,"A"
"Asystasia gangetica-type","Asystasia gangetica-type",2050,"N"
"NA","Brillantaisia",2051,"I"
"Cyathula-type","Cyathula-type",2052,"N"
"NA","Psilotrichum-type",2053,"N"
"Amaranthaceae/Chenopodiaceae undiff.","Amaranthaceae/Chenopodiaceae undiff.",2054,"I"
"NA","Isonema smeathmannii-type",2055,"C"
"NA","Ambrosia maritima-type",2056,"NA"
"NA","Cassia-type sengueana",2057,"NA"
"Drymaria cordata-type","Drymaria cordata-type",2058,"N"
"Polycarpaea-type","Polycarpaea-type",2059,"N"
"Polycarpon-type","Polycarpon-type",2060,"N"
"NA","Suaeda monoica-type",2061,"A"
"Convolvulaceae undiff.","Convolvulaceae undiff.",2062,"I"
"Jacquemontia","Jacquemontia",2063,"I"
"NA","Cyperus-type laevigatus",2064,"N"
"Ephedra fragilis-type","Ephedra fragilis-type",2065,"C"
"Micrococca-type mercurialis","Micrococca-type mercurialis",2066,"N"
"NA","Halorrhagaceae undiff.",2067,"N"
"Asparagus","Asparagus",2068,"C"
"NA","Urginea-type",2069,"NA"
"NA","Nesaea-type",2070,"I"
"NA","Neptunia-type oleracea",2071,"NA"
"Machaerium-type lunatum","Machaerium-type lunatum",2072,"A"
"NA","Stipularia-type",2073,"N"
"Solanaceae undiff.","Solanaceae undiff.",2074,"I"
"Corchorus-type","Corchorus-type",2075,"N"
"Vitaceae undiff.","Vitaceae undiff.",2076,"I"
"NA","Ephedraceae",2077,"NA"
"NA","Tricalysia",2078,"A"
"NA","Eriosema",2079,"NA"
"NA","Actinopteris radiata",2080,"NA"
"NA","Aizoon canariense",2081,"NA"
"NA","Androcymbium",2082,"N"
"NA","Anogramma leptophylla",2083,"F"
"NA","Anthocerotales",2084,"Upland Bryophytes"
"NA","Erodium",2085,"I"
"NA","Kniphofia",2086,"NA"
"NA","Acacia raddiana",2087,"NA"
"NA","Celosia trygina",2088,"NA"
"NA","Acacia III",2089,"NA"
"NA","Aeschynomene-type elaphroxylon",2090,"NA"
"NA","Alisma plantago-aquatica",2091,"Q"
"NA","Althernantera",2092,"NA"
"NA","Aphloia-type theiformis",2093,"NA"
"NA","Azima tetracantha",2094,"A"
"NA","Baphiopsis-type parviflora",2095,"NA"
"Bridelia-type scleroneura","Bridelia-type scleroneura",2096,"A"
"NA","Buxus madagascariensis-type",2097,"NA"
"NA","Clausena-type anisata",2098,"NA"
"NA","Cliffortia nitidula-type",2099,"A"
"NA","Cyathea-type",2100,"Terrestrial Vascular Cryptogams"
"NA","Dorstenia zanzibarica-type",2101,"N"
"Ekebergia-type capensis","Ekebergia-type capensis",2102,"A"
"NA","Euphorbia-type abyssinica",2103,"A"
"NA","Julbernardia-type panniculata",2104,"NA"
"NA","Rapanea melanophloeos-type",2105,"A"
"NA","Sesbania-type sesban",2106,"NA"
"NA","Solanecio-type mannii",2107,"A"
"NA","Sorindeia-type madagascariensis",2108,"A"
"NA","Sphaerotylax abyssinica-type",2109,"Q"
"NA","Tarchonanthus-type camphoratum",2110,"NA"
"NA","Tiliacora-type",2111,"L"
"Zanthoxylum-type chalybeum","Zanthoxylum-type chalybeum",2112,"A"
"NA","Schefflera-type",2113,"NA"
"NA","Olea capansis",2114,"NA"
"NA","Thymelaeaceae",2115,"Upland Herbs"
"NA","Compositae vernonieae",2116,"NA"
"NA","Monoletes lisses",2117,"NA"
"NA","Monoletes verruqueuses",2118,"NA"
"NA","Triletes a cingulum",2119,"NA"
"NA","Triletes verruqueses",2120,"NA"
"NA","Other AP",2121,"NA"
"NA","Galiniera-type coffeoides",2122,"NA"
"NA","Other NAP",2123,"NA"
"NA","Other undifferentiated",2124,"NA"
"NA","Other Aquatics",2125,"NA"
"NA","Opilia",2126,"C"
"NA","Hyptis-type pectinata",2127,"NA"
"NA","Triletes verruqueuses",2128,"NA"
"NA","Myricaceae",2129,"Trees and Shrubs"
"NA","Burseraceae",2130,"Trees and Shrubs"
"NA","Proteaceae/Sapindaceae",2131,"NA"
"NA","Cichoriae",2132,"NA"
"NA","Other Compositae",2133,"NA"
"NA","Phillipia",2134,"NA"
"NA","Monolete fern spores",2135,"NA"
"NA","Trilete Pteridophytes",2136,"NA"
"NA","Unknowns/unidentified",2137,"NA"
"NA","Crumpled/hidden",2138,"NA"
"NA","Isorbelinia",2139,"NA"
"NA","Sterculiaceae-Dombeya type",2140,"NA"
"NA","Poaceae (Gramineae)",2141,"NA"
"NA","Chenopodiacea/Amaranthaceae",2142,"NA"
"NA","Monolete Fern spores",2143,"NA"
"NA","Unidentified",2144,"NA"
"NA","Crumpled/Hidden",2145,"NA"
